# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 11 07:45:11 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
HD 73526 c,HD 73526,1,2,2005,0,379.10000000,0.50000000,-0.50000000,0,1.030000,0.020000,-0.020000,0,715.09000,41.32000,-41.32000,0,0.280000,0.050000,-0.050000,0,,,,,,,,,G6 V,5633.00,15.00,-15.00,0,1.53,0.03,-0.03,0,1.01,0.05,-0.05,0,4.20,0.04,-0.04,0,97.2396000,0.3235000,-0.3214000
HD 73534 b,HD 73534,1,1,2008,0,1750.00000000,24.00000000,-24.00000000,0,2.990000,0.150000,-0.150000,0,353.42696,18.75197,-18.75197,0,0.126000,0.057000,-0.057000,0,,,,,,,,,G5,4917.00,,,0,2.58,,,0,1.16,,,0,3.60,,,0,83.3321000,0.3702000,-0.3702000
HD 73583 b,HD 73583,1,2,2022,0,6.39804200,0.00000670,-0.00000620,0,0.060400,0.002700,-0.002600,0,10.20000,3.40000,-3.10000,0,0.090000,0.090000,-0.060000,0,43.30,5.30,-4.70,0,714,21,-20,0,K4 V,4511.00,110.00,-110.00,0,0.65,0.02,-0.02,0,0.73,0.02,-0.02,0,4.62,0.12,-0.12,0,31.5666000,0.0321000,-0.0320000
HD 73583 c,HD 73583,1,2,2022,0,18.87974000,0.00086000,-0.00074000,0,0.124200,0.005500,-0.005400,0,9.70000,1.80000,-1.70000,0,0.080000,0.110000,-0.060000,0,10.20,1.20,-1.10,0,498,15,-15,0,K4 V,4511.00,110.00,-110.00,0,0.65,0.02,-0.02,0,0.73,0.02,-0.02,0,4.62,0.12,-0.12,0,31.5666000,0.0321000,-0.0320000
HD 74156 b,HD 74156,1,2,2003,0,51.63563941,0.00099636,-0.00112865,0,0.280148,0.011201,-0.012031,0,531.83222,43.76776,-45.00960,0,0.635643,0.007611,-0.005371,0,,,,,,,,,G0,6068.00,44.00,-44.00,0,1.51,0.03,-0.03,0,1.10,0.14,-0.14,0,4.14,0.03,-0.03,0,57.6030000,0.1613000,-0.1604000
HD 74156 c,HD 74156,1,2,2003,0,2448.48726302,4.19249468,-4.24758800,0,3.676463,0.146818,-0.157860,0,2894.47226,299.76019,-289.87156,0,0.377277,0.006466,-0.005859,0,,,,,,,,,G0,6068.00,44.00,-44.00,0,1.51,0.03,-0.03,0,1.10,0.14,-0.14,0,4.14,0.03,-0.03,0,57.6030000,0.1613000,-0.1604000
HD 7449 b,HD 7449,2,1,2011,0,1270.55194905,10.75632991,-7.38672442,0,2.438550,0.060940,-0.063307,0,2652.63439,916.04211,-912.44504,0,0.751956,0.034728,-0.032412,0,,,,,,,,,F9.5 V,6024.00,13.00,-13.00,0,0.97,0.02,-0.02,0,1.20,0.09,-0.09,0,4.52,0.01,-0.01,0,38.6620000,0.0650000,-0.0648000
HD 75289 b,HD 75289,2,1,1999,0,3.50927000,0.00006400,-0.00006400,0,0.050000,0.000000,0.000000,0,155.73670,9.53490,-9.53490,0,0.030000,0.030000,-0.030000,0,,,,,1260,,,0,G0,6117.00,16.00,-16.00,0,1.23,0.02,-0.02,0,1.29,0.10,-0.10,0,4.37,0.03,-0.03,0,29.1158000,0.0240000,-0.0240000
HD 75784 b,HD 75784,1,2,2014,0,341.20000000,1.10000000,-1.10000000,0,1.032000,0.066000,-0.066000,0,317.83000,44.49620,-44.49620,0,0.097000,0.063000,-0.063000,0,,,,,,,,,G5,4867.00,,,0,3.40,,,0,1.26,,,0,3.46,,,0,85.4321000,0.5255500,-0.5255500
HD 75784 c,HD 75784,1,2,2018,0,7900.00000000,2000.00000000,-2000.00000000,0,8.400000,1.400000,-1.400000,0,1792.56120,228.83760,-228.83760,0,0.489000,0.092000,-0.092000,0,,,,,,,,,G5,4867.00,,,0,3.40,,,0,1.26,,,0,3.46,,,0,85.4321000,0.5255500,-0.5255500
HD 75898 b,HD 75898,1,1,2007,0,422.90000000,0.29000000,-0.29000000,0,1.191000,0.073000,-0.073000,0,861.31930,114.41880,-114.41880,0,0.110000,0.010000,-0.010000,0,,,,,,,,,G0,5963.00,,,0,1.58,0.11,-0.11,0,1.26,0.23,-0.23,0,4.21,0.07,-0.07,0,78.0505000,0.3040000,-0.3016000
HD 76700 b,HD 76700,1,1,2002,0,3.97097000,0.00023000,-0.00023000,0,0.050000,0.000000,0.000000,0,66.74430,9.53490,-9.53490,0,0.090000,0.080000,-0.080000,0,,,,,,,,,G6 V,5644.00,33.00,-33.00,0,1.37,0.03,-0.03,0,0.99,0.17,-0.17,0,4.16,0.07,-0.07,0,60.8831000,0.1175000,-0.1171000
HD 76920 b,HD 76920,1,1,2017,0,415.40000000,0.20000000,-0.20000000,0,1.149000,0.017000,-0.017000,0,1249.07190,44.49620,-47.67450,0,0.856000,0.009000,-0.009000,0,,,,,,,,,K1 III,4698.00,100.00,-100.00,0,7.47,0.60,-0.60,0,1.17,0.20,-0.20,0,2.94,0.15,-0.15,0,184.0310000,1.0270000,-1.0170000
HD 77338 b,HD 77338,1,1,2012,0,5.73610000,0.00150000,-0.00150000,0,0.060000,0.000000,0.000000,0,15.90000,4.70000,-5.30000,0,0.090000,0.220000,-0.220000,0,,,,,,,,,K0 IV,5341.00,31.00,-31.00,0,0.97,0.02,-0.02,0,1.37,0.32,-0.32,0,4.60,0.10,-0.10,0,45.9350000,0.0753000,-0.0751000
HD 79181 b,HD 79181,1,1,2021,0,273.10000000,1.30000000,-0.40000000,0,0.900000,0.070000,-0.080000,0,203.41018,19.06970,-50.85255,0,0.259000,0.067000,-0.206000,0,,,,,,,,,G8 III,4862.00,,,0,11.06,0.44,-0.43,0,1.28,0.32,-0.28,0,2.45,0.09,-0.07,0,103.3350000,0.9950000,-0.9950000
HD 7924 b,HD 7924,1,3,2008,0,5.39792000,0.00025000,-0.00025000,0,0.060000,0.000000,0.000000,0,6.35660,0.00000,0.00000,0,0.060000,0.050000,-0.050000,0,113.70,3.70,-3.60,0,826,7,-6,0,K0.5 V,5131.00,14.00,-14.00,0,0.78,0.01,-0.01,0,0.65,0.05,-0.05,0,4.46,0.03,-0.03,0,16.9922000,0.0072000,-0.0072000
HD 7924 c,HD 7924,1,3,2015,0,15.29900000,0.00320000,-0.00330000,0,0.113400,0.001300,-0.001400,0,7.86000,0.73000,-0.71000,0,0.098000,0.096000,-0.069000,0,28.35,0.92,-0.89,0,584,5,-5,0,K0.5 V,5075.00,83.00,-83.00,0,0.78,0.03,-0.03,0,0.83,0.02,-0.04,0,4.59,0.02,-0.03,0,16.9922000,0.0072000,-0.0072000
HD 7924 d,HD 7924,1,3,2015,0,24.45100000,0.01500000,-0.01700000,0,0.155100,0.001800,-0.001900,0,6.44000,0.79000,-0.78000,0,0.210000,0.130000,-0.120000,0,15.17,0.49,-0.48,0,499,4,-4,0,K0.5 V,5075.00,83.00,-83.00,0,0.78,0.03,-0.03,0,0.83,0.02,-0.04,0,4.59,0.02,-0.03,0,16.9922000,0.0072000,-0.0072000
HD 79498 b,HD 79498,2,1,2011,0,1807.00000000,15.00000000,-15.00000000,0,2.980000,0.150000,-0.150000,0,425.89220,66.74430,-66.74430,0,0.575000,0.023000,-0.023000,0,,,,,,,,,G5,5748.00,,,0,1.05,0.04,-0.04,0,1.08,0.15,-0.15,0,4.37,0.12,-0.12,0,48.9489000,0.1776000,-0.1763000
HD 80606 b,HD 80606,2,1,2001,0,111.43670000,0.00040000,-0.00040000,0,0.456500,0.005100,-0.005300,0,1392.09540,235.19420,-235.19420,0,0.930000,0.000000,0.000000,0,,,,,405,7,-7,0,G5,5561.00,24.00,-24.00,0,1.04,0.02,-0.02,0,1.15,0.27,-0.27,0,4.42,0.02,-0.02,0,66.4711000,0.1612000,-0.1604000
HD 80653 b,HD 80653,1,1,2020,0,0.71957300,0.00002100,-0.00002100,0,0.016600,0.000300,-0.000300,0,5.60000,0.43000,-0.43000,0,,,,,6635.86,,,0,2302,,,0,G2,5910.00,127.01,-127.01,0,1.22,0.01,-0.01,0,1.18,0.04,-0.04,0,4.34,0.02,-0.02,0,109.8600000,0.8110000,-0.8000000
HD 80869 b,HD 80869,1,1,2021,0,1752.92067283,37.01649589,-33.60282876,0,2.906141,0.126833,-0.132131,0,1797.84225,624.70765,-365.41048,0,0.923501,0.052754,-0.094083,0,0.14,0.01,-0.01,0,203,7,-6,0,G1 V,5837.00,15.00,-15.00,0,1.06,0.04,-0.04,0,1.06,0.13,-0.13,0,4.18,0.03,-0.03,0,85.3951000,0.5374000,-0.5308000
HD 80883 b,HD 80883,1,1,2022,0,6383.78352170,2891.20807521,-1084.85967411,0,6.497354,1.807431,-0.839859,0,1740.73691,398.43644,-328.39672,0,0.203319,0.185176,-0.120673,0,,,,,,,,,,5177.91,157.12,-125.08,0,0.81,0.06,-0.05,0,0.88,0.11,-0.11,0,4.56,0.09,-0.10,0,34.6011000,0.0576000,-0.0574000
HD 80913 b,HD 80913,1,1,2022,0,10839.83340606,2660.45782843,-1973.20021386,0,9.886930,1.746120,-1.346183,0,7469.38301,1178.27983,-1191.15194,0,0.312809,0.151846,-0.131477,0,,,,,,,,,,6013.24,91.58,-118.71,0,1.65,0.08,-0.05,0,1.11,0.14,-0.14,0,4.05,0.08,-0.06,0,61.3603000,0.0839000,-0.0837000
HD 81040 b,HD 81040,1,1,2005,0,1005.98853873,7.62637204,-6.37241921,0,1.988479,0.076065,-0.080955,0,2172.35017,329.40574,-294.63541,0,0.556692,0.046089,-0.067055,0,,,,,,,,,G2/G3,5755.00,20.00,-20.00,0,0.91,0.01,-0.01,0,1.03,0.12,-0.12,0,4.54,0.08,-0.08,0,34.4341000,0.0777000,-0.0773000
HD 81688 b,HD 81688,1,1,2007,0,184.02000000,0.18000000,-0.18000000,0,0.810000,,,0,858.10000,,,0,0.000000,,,0,,,,,,,,,G5,4753.00,15.00,-15.00,0,13.00,,,0,2.10,,,0,2.22,0.05,-0.05,0,85.7183000,0.7869500,-0.7869500
HD 81817 b,HD 81817,1,2,2020,0,1021.20159246,13.88369693,-9.89129747,0,3.233953,0.124304,-0.131275,0,8433.90298,2369.36452,-989.16993,0,0.097258,0.090451,-0.057408,0,,,,,,,,,K3 III,4140.00,55.00,-55.00,0,83.80,7.80,-7.80,0,4.30,0.50,-0.50,0,1.30,0.20,-0.20,0,269.1260000,23.2370000,-19.8650000
HD 81817 c,HD 81817,1,2,2022,0,622.97801866,2.01913957,-2.12034546,0,2.324089,0.087610,-0.093546,0,7180.54160,595.61671,-592.45021,0,0.095429,0.058161,-0.044165,0,,,,,,,,,K3 III,4043.33,56.42,-20.00,0,109.46,1.09,-2.99,0,4.30,0.50,-0.50,0,1.30,0.20,-0.20,0,269.1260000,23.2370000,-19.8650000
HD 82886 b,HD 82886,1,1,2011,0,705.00000000,34.00000000,-34.00000000,0,1.580000,0.080000,-0.080000,0,740.54390,104.88390,-104.88390,0,0.070000,0.170000,-0.170000,0,,,,,,,,,G0,4953.00,123.00,-123.00,0,5.26,0.31,-0.31,0,2.53,0.46,-0.46,0,3.40,0.06,-0.06,0,127.0610000,1.1220000,-1.1030000
HD 82943 b,HD 82943,1,2,2003,0,441.47000000,0.35000000,-0.35000000,0,1.183060,0.000620,-0.000620,0,534.25000,8.89900,-8.89900,0,0.162000,0.036000,-0.036000,0,,,,,,,,,G2/3V,5935.00,124.44,-144.14,0,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,4.33,0.09,-0.07,0,27.5902000,0.0291000,-0.0290000
HD 82943 c,HD 82943,1,2,2003,0,220.07800000,0.05100000,-0.05100000,0,0.743450,0.000120,-0.000120,0,622.60300,14.93700,-14.93700,0,0.366300,0.009700,-0.009700,0,,,,,,,,,G2/3V,5935.00,124.44,-144.14,0,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,4.33,0.09,-0.07,0,27.5902000,0.0291000,-0.0290000
HD 8326 b,HD 8326,1,1,2019,0,158.99100000,1.44000000,-1.44000000,0,0.533000,0.011000,-0.011000,0,66.60000,19.60000,-19.60000,0,0.200000,0.110000,-0.110000,0,,,,,,,,,K2 V,4914.00,51.00,-32.00,0,0.78,0.01,-0.02,0,0.80,0.05,-0.05,0,4.55,0.07,-0.12,0,30.6862000,0.0442000,-0.0441000
HD 83443 b,HD 83443,1,2,2002,0,2.98562800,0.00000500,-0.00000500,0,0.040600,0.000400,-0.000400,0,127.76702,2.54263,-2.54263,0,0.012000,0.007000,-0.006000,0,,,,,,,,,K0 V,5442.00,17.00,-17.00,0,0.94,0.02,-0.02,0,1.00,0.03,-0.03,0,4.39,0.04,-0.04,0,40.8991000,0.0628000,-0.0626000
HD 83443 c,HD 83443,1,2,2022,0,8241.00000000,1019.00000000,-530.00000000,0,8.000000,0.800000,-0.800000,0,476.74261,158.91420,-63.56568,0,0.760000,0.046000,-0.047000,0,,,,,,,,,K0 V,5442.00,17.00,-17.00,0,0.94,0.02,-0.02,0,1.00,0.03,-0.03,0,4.39,0.04,-0.04,0,40.8991000,0.0628000,-0.0626000
HD 8535 b,HD 8535,2,1,2010,0,1313.00000000,28.00000000,-28.00000000,0,2.450000,0.040000,-0.060000,0,216.12440,22.24810,-12.71320,0,0.150000,0.090000,-0.050000,0,,,,,,,,,G0 V,6136.00,18.00,-18.00,0,1.19,0.04,-0.04,0,1.13,,,0,4.46,0.06,-0.06,0,55.4401000,0.0961000,-0.0957000
HD 85390 b,HD 85390,1,1,2009,0,799.52000000,2.41000000,-2.41000000,0,1.373000,0.035000,-0.035000,0,31.46517,3.17830,-3.17830,0,0.500000,0.050000,-0.050000,0,,,,,,,,,K1.5 V,5186.00,,,0,0.80,0.01,-0.01,0,0.76,,,0,4.41,,,0,33.5225000,0.0430000,-0.0429000
HD 85512 b,HD 85512,1,1,2011,0,58.43000000,0.13000000,-0.13000000,0,0.260000,0.000000,0.000000,0,3.60000,0.50000,-0.50000,0,0.110000,0.100000,-0.100000,0,,,,,298,,,0,K5 V,4300.00,45.00,-45.00,0,0.71,0.02,-0.02,0,0.43,0.10,-0.10,0,4.36,0.10,-0.10,0,11.2810000,0.0052000,-0.0052000
HD 8574 b,HD 8574,1,1,2002,0,227.00000000,0.20000000,-0.20000000,0,0.760000,0.010000,-0.010000,0,645.19490,44.49620,-44.49620,0,0.300000,0.030000,-0.030000,0,,,,,,,,,F8,6064.00,14.00,-14.00,0,1.38,0.02,-0.02,0,1.34,0.12,-0.12,0,4.28,0.04,-0.04,0,44.8264000,0.0940000,-0.0936000
HD 86065 b,HD 86065,1,1,2022,0,25775.78858607,13279.46721399,-9595.00302859,0,16.107189,4.638337,-4.541219,0,2801.89869,930.38324,-740.43858,0,0.218978,0.155755,-0.151717,0,,,,,,,,,,4927.56,111.21,-93.87,0,0.78,0.05,-0.04,0,0.81,0.09,-0.09,0,4.56,0.08,-0.08,0,40.3661000,0.0557000,-0.0555000
HD 86081 b,HD 86081,2,1,2006,0,2.13784310,0.00000310,-0.00000310,0,0.034600,0.002700,-0.002700,0,470.38840,73.10090,-73.10090,0,0.011900,0.004700,-0.004700,0,,,,,,,,,F8,5939.00,,,0,1.46,0.14,-0.14,0,1.21,0.28,-0.28,0,4.18,0.03,-0.03,0,103.9360000,0.5570000,-0.5510000
HD 86226 b,HD 86226,1,2,2009,0,1628.00000000,22.00000000,-21.00000000,0,2.730000,0.060000,-0.060000,0,143.02350,12.71320,-15.89150,0,0.059000,0.062000,-0.039000,0,,,,,176,4,-4,0,G1 V,5863.00,88.00,-88.00,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,4.40,0.03,-0.03,0,45.6830000,0.1053000,-0.1048000
HD 86226 c,HD 86226,1,2,2020,0,3.98442000,0.00018000,-0.00018000,0,0.049000,0.001000,-0.001000,0,7.25000,1.19000,-1.12000,0,0.075000,0.065000,-0.048000,0,464.96,,,0,1311,28,-28,0,G1 V,5863.00,88.00,-88.00,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,4.40,0.03,-0.03,0,45.6830000,0.1053000,-0.1048000
HD 86264 b,HD 86264,1,1,2009,0,1488.79122664,58.01645370,-46.45771508,0,2.762119,0.146845,-0.153674,0,4073.50239,2763.84026,-1577.09982,0,0.821127,0.101340,-0.185414,0,,,,,,,,,F7 V,6210.00,44.00,-44.00,0,1.88,0.12,-0.12,0,1.26,0.18,-0.18,0,4.02,0.10,-0.10,0,67.8107000,0.2753000,-0.2731000
HD 8673 b,HD 8673,2,1,2009,0,1644.69096520,10.98616884,-15.69616425,0,2.965265,0.152010,-0.166332,0,4259.27322,490.26456,-497.71565,0,0.729873,0.041834,-0.025848,0,,,,,,,,,F5,6389.05,157.03,-119.46,0,1.50,0.06,-0.08,0,1.28,0.20,-0.20,0,4.19,0.09,-0.09,0,37.8619000,0.0543000,-0.0541000
HD 86950 b,HD 86950,1,1,2016,0,1270.00000000,57.00000000,-57.00000000,0,2.720000,0.080000,-0.080000,0,1144.18800,222.48100,-222.48100,0,0.170000,0.160000,-0.160000,0,,,,,,,,,K1 III,4805.00,100.00,-100.00,0,8.80,0.60,-0.60,0,1.66,0.25,-0.25,0,2.66,0.15,-0.15,0,209.8390000,1.9600000,-1.9250000
HD 87646 b,HD 87646,3,1,2016,0,13.48100000,0.00100000,-0.00100000,0,0.117000,0.003000,-0.003000,0,3941.09200,222.48100,-222.48100,0,0.050000,0.020000,-0.020000,0,,,,,,,,,G,5770.00,80.00,-80.00,0,1.55,0.22,-0.22,0,1.12,0.09,-0.09,0,4.10,0.10,-0.10,0,73.5835200,8.5549600,-8.5549600
HD 87883 b,HD 87883,1,1,2009,0,3309.22117629,27.48456295,-30.46482264,0,4.051612,0.150129,-0.157723,0,1705.47518,162.70890,-188.22409,0,0.706593,0.006986,-0.007099,0,,,,,,,,,K0,4980.00,44.00,-44.00,0,0.80,0.01,-0.01,0,0.81,0.09,-0.09,0,4.55,0.02,-0.02,0,18.2912000,0.0125000,-0.0124000
HD 88072 b,HD 88072,1,1,2022,0,18538.79292976,8925.77795772,-3716.76085697,0,13.912743,4.122650,-2.047158,0,2565.90908,431.32572,-373.61261,0,0.156013,0.142099,-0.100332,0,,,,,,,,,,5785.33,144.92,-126.44,0,1.03,0.06,-0.05,0,1.04,0.13,-0.13,0,4.43,0.06,-0.10,0,35.9098000,0.0689000,-0.0686000
HD 88133 b,HD 88133,1,1,2004,0,3.41488400,0.00003000,-0.00003000,0,0.047900,0.003300,-0.003300,0,324.18660,193.87630,-88.99240,0,0.031000,0.021000,-0.021000,0,,,,,,,,,G5,5392.00,,,0,2.20,,,0,1.26,,,0,3.88,,,0,73.6123000,0.3053000,-0.3029000
HD 89307 b,HD 89307,1,1,2009,0,2166.00000000,38.00000000,-38.00000000,0,3.270000,0.070000,-0.070000,0,670.62130,66.74430,-66.74430,0,0.200000,0.050000,-0.050000,0,,,,,,,,,G0,5955.00,14.00,-14.00,0,1.10,0.01,-0.01,0,1.27,0.12,-0.12,0,4.46,0.04,-0.04,0,32.0104000,0.0528000,-0.0526000
HD 89345 b,HD 89345,1,1,2018,0,11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,34.96130,5.40311,-5.72094,0,0.220000,0.095000,-0.130000,0,275.64,,,0,1089,15,-16,0,G5,5576.00,73.00,-76.00,0,1.75,0.05,-0.05,0,1.16,0.04,-0.05,0,4.02,0.03,-0.03,0,132.3450000,0.8080000,-0.7990000
HD 89744 b,HD 89744,2,1,1999,0,256.78000000,0.02000000,-0.02000000,0,0.917000,0.009000,-0.009000,0,2653.88050,57.20940,-57.20940,0,0.677000,0.003000,-0.003000,0,,,,,,,,,F7 V,6291.00,,,0,2.13,0.10,-0.11,0,1.86,,,0,4.07,,,0,38.6364000,0.1080000,-0.1074000
HD 90156 b,HD 90156,1,1,2009,0,49.77000000,0.07000000,-0.07000000,0,0.250000,0.004000,-0.004000,0,17.98000,1.46000,-1.46000,0,0.310000,0.100000,-0.100000,0,,,,,,,,,G5V,5599.00,12.00,-12.00,0,0.92,0.02,-0.02,0,0.84,,,0,4.48,0.02,-0.02,0,21.9496000,0.0170000,-0.0169000
HD 9174 b,HD 9174,1,1,2016,0,1179.00000000,34.00000000,-34.00000000,0,2.200000,0.090000,-0.090000,0,352.79130,44.49620,-44.49620,0,0.120000,0.050000,-0.050000,0,,,,,,,,,G8 IV,5577.00,100.00,-100.00,0,1.67,0.07,-0.07,0,1.03,0.05,-0.05,0,4.03,0.05,-0.05,0,81.4893000,0.3063000,-0.3042000
HD 92788 b,HD 92788,1,2,2000,0,325.80300000,0.03652500,-0.03652500,0,0.970000,0.020000,-0.020000,0,1195.04080,50.85280,-47.67450,0,0.350000,0.004000,-0.005000,0,,,,,,,,,G6 V,5744.00,24.00,-24.00,0,1.14,0.02,-0.02,0,1.15,0.07,-0.07,0,4.39,0.04,-0.04,0,34.6538000,0.0597000,-0.0596000
HD 92788 c,HD 92788,1,2,2019,0,11611.29750000,5055.06000000,-905.82000000,0,10.500000,2.900000,-0.550000,0,1166.43610,95.34900,-79.45750,0,0.460000,0.120000,-0.030000,0,,,,,,,,,G6 V,5744.00,24.00,-24.00,0,1.14,0.02,-0.02,0,1.15,0.07,-0.07,0,4.39,0.04,-0.04,0,34.6538000,0.0597000,-0.0596000
HD 93083 b,HD 93083,1,1,2005,0,143.58000000,0.60000000,-0.60000000,0,0.477000,,,0,117.59000,,,0,0.140000,0.030000,-0.030000,0,,,,,,,,,K3 V,4995.00,50.00,-50.00,0,0.85,0.02,-0.02,0,0.70,0.04,-0.04,0,4.26,0.19,-0.19,0,28.5159000,0.0397000,-0.0397000
HD 93351 b,HD 93351,1,2,2022,0,2.45946479,0.00016796,-0.00011193,0,0.034915,0.001447,-0.001558,0,3.53853,0.84928,-0.77112,0,-0.129287,0.124876,-0.208120,0,,,,,,,,,,5408.00,132.03,-104.92,0,0.91,0.04,-0.05,0,0.94,0.12,-0.12,0,4.49,0.08,-0.08,0,56.1630000,0.1261000,-0.1257000
HD 93351 c,HD 93351,1,2,2022,0,14010.29409878,5932.28834860,-1538.69000167,0,11.342789,2.767623,-1.138119,0,4230.46976,556.77777,-508.97546,0,0.108765,0.046338,-0.040595,0,,,,,,,,,,5408.00,132.03,-104.92,0,0.91,0.04,-0.05,0,0.94,0.12,-0.12,0,4.49,0.08,-0.08,0,56.1630000,0.1261000,-0.1257000
HD 93385 b,HD 93385,1,3,2021,0,7.34260000,0.00120000,-0.00120000,0,0.075600,0.001300,-0.001300,0,4.20000,0.50000,-0.50000,0,0.295000,,,1,,,,,,,,,G2/G3 V,5977.00,18.00,-18.00,0,1.18,0.07,-0.06,0,1.04,0.01,-0.01,0,4.42,0.02,-0.02,0,43.3475000,0.0649000,-0.0648000
HD 93385 c,HD 93385,1,3,2021,0,13.18000000,0.00300000,-0.00300000,0,0.112000,0.002000,-0.002000,0,7.10000,0.60000,-0.60000,0,0.200000,,,1,,,,,,,,,G2/G3 V,5977.00,18.00,-18.00,0,1.18,0.07,-0.06,0,1.04,0.01,-0.01,0,4.42,0.02,-0.02,0,43.3475000,0.0649000,-0.0648000
HD 93385 d,HD 93385,1,3,2021,0,45.85000000,0.05000000,-0.05000000,0,0.256500,0.004300,-0.004300,0,8.70000,0.90000,-0.90000,0,0.090000,0.150000,-0.050000,0,,,,,,,,,G2/G3 V,5977.00,18.00,-18.00,0,1.18,0.07,-0.06,0,1.04,0.01,-0.01,0,4.42,0.02,-0.02,0,43.3475000,0.0649000,-0.0648000
HD 93963 A b,HD 93963 A,2,2,2022,0,1.03913530,0.00000490,-0.00000490,0,0.020850,0.000370,-0.000370,0,7.80000,3.20000,-3.20000,0,,,,,2898.00,157.00,-147.00,0,2042,27,-27,0,G0 V,5987.00,64.00,-64.00,0,1.04,0.01,-0.01,0,1.11,0.04,-0.04,0,4.49,0.11,-0.11,0,82.3432000,0.3932000,-0.3896000
